epoch,acc,loss,val_acc,val_loss
0,0.965738690037227,0.09490129734569112,0.7603797019162527,1.0344563285622552
1,0.9783445658990418,0.0604653935468712,0.7590933286018453,1.1798465554176112
2,0.982154906210534,0.05079581904928521,0.7612668559261888,1.2412039979583749
3,0.9846157509942607,0.04507481257746662,0.7562987934705465,1.2681244283893414
4,0.9868940169718908,0.03960239715963148,0.7721788502484032,1.0556630534301674
5,0.9878545402586268,0.03654451916860617,0.7606902058197303,1.0838285456150454
6,0.9890532098148016,0.03293182651343535,0.7503992193044713,1.3194341656584703
7,0.9897835250410802,0.03149924960364772,0.7665010645848119,1.1110599124744651
8,0.9903074468343185,0.0298004223722713,0.7666784953867991,1.0241074438548579
9,0.990982194597255,0.028111502188406804,0.7697835344215755,1.2517745884451315
10,0.9912044644487311,0.026908532396259885,0.76375088715401,1.20090403122797
11,0.9916172513162312,0.02599905673074537,0.7561213626685592,1.2287478504915286
12,0.9918236447492716,0.025527640775765296,0.7806955287437899,1.0117243203480588
13,0.9922284934073174,0.024227574711647576,0.7698278921220724,1.243591711147192
14,0.9926412802743445,0.02342170046443003,0.7830908445706175,0.8587670852479738
15,0.9928635501258206,0.022911554666986036,0.7640613910574876,1.3055117962164098
16,0.9930461289323903,0.022169396521547372,0.7866394606103619,1.2013689960208322
17,0.9931731402765641,0.02169208184771075,0.7658800567778566,1.3354029007377652
18,0.9936891238598747,0.020704520034495293,0.7670333569907736,1.0502759760537834
19,0.9938796408754257,0.019815496312156095,0.7615330021291696,1.500239633198238
20,0.993943146547276,0.0196496535883303,0.7583836053938964,1.4277255629884005
21,0.9941733546077334,0.019307163115395255,0.7710699077359829,1.269606051714053
22,0.9943241805783779,0.018470682913715272,0.7747959545777147,1.4386276256285127
23,0.9943559334143031,0.018178100628841194,0.761444286728176,1.3645035187516168
24,0.9945305740118915,0.018202188926010943,0.7818044712562101,1.3854631600310567
25,0.9945702650567979,0.01761369457159698,0.7643718949609652,1.547035614170023
26,0.9948163495352179,0.017110441633559067,0.7633073101490419,1.5163389016246864
27,0.9947052146094798,0.01710651207355757,0.7835787792760823,1.5214652690251218
28,0.9947766584903114,0.016701104940417776,0.7802519517388219,1.4682275840498353
