epoch,acc,loss,val_acc,val_loss
0,0.9504496995387901,0.1574247884453391,0.7305713271823988,1.5443713444399445
1,0.9744627817076644,0.07829678205000411,0.7349183818310859,1.8699781776659026
2,0.9806307700856532,0.06131783683986276,0.7350070972320795,1.8848963489001147
3,0.9847110095020362,0.05134432749964105,0.7179737402413059,1.758039069987934
4,0.9869495844347598,0.04463426755736411,0.7361603974449965,2.049744036114749
5,0.9890690862332373,0.03877330923209048,0.7392210787792761,1.8066190491761613
6,0.9899343510117248,0.03558537902821024,0.74152767920511,2.144233782084975
7,0.9908154922086478,0.032859250647234516,0.7352288857345636,2.264151269531656
8,0.9911330205678994,0.03122109411101409,0.7409953867991483,2.166495082985856
9,0.9918712740031594,0.029368206108510073,0.7394872249822569,2.4962423715378224
10,0.9923872575869432,0.027730829682640203,0.7370919091554294,2.2984428416760445
11,0.9924348868413041,0.02698342202028024,0.7430358410220014,2.156984991093237
12,0.992847673707858,0.025726734314054384,0.7321682044002839,2.3732511240848844
13,0.992815920872406,0.02498510997636783,0.7382452093683464,2.2512237039587024
14,0.9932763369928477,0.023769287985416478,0.7329222853087296,2.5696988733124444
15,0.9932207695304518,0.02329038682468111,0.7324787083037615,2.486389191460322
16,0.9938240734125566,0.021734105559403277,0.7435237757274663,2.483794132600531
17,0.993887579084407,0.021594531450830016,0.7379347054648687,2.5999942694343177
18,0.9938796408754257,0.021436504266203783,0.7329666430092264,2.6254001335525783
19,0.994022528637089,0.021728747216365668,0.7421930447125621,2.5717726922610535
20,0.9944273772951346,0.019776750639714645,0.7368701206529453,2.6795853845949624
21,0.9943241805783779,0.019758466312120346,0.7467175301632364,2.7585692878645984
22,0.9946020178927231,0.018944092349999223,0.743124556422995,2.487149704044131
23,0.9943956244592095,0.019136753246580932,0.7432132718239887,2.8395192698437413
24,0.994625832519667,0.01879686150503552,0.7393097941802697,2.520302428431
25,0.9948242877441992,0.017990980357205064,0.7340312278211497,2.6283512301610834
26,0.9949116080429934,0.01797545450389591,0.7303938963804116,2.5919659242213746
27,0.9949592372968811,0.017636771821015005,0.7414389638041164,2.796791235295655
28,0.9949036698344852,0.017152213209011623,0.7422817601135557,2.758028858007481
29,0.9951656307303947,0.016657544203148366,0.7507984386089425,2.7886252640154954
30,0.9954514062541941,0.016482534509182013,0.7366039744499645,2.890969888042101
31,0.9953085184920578,0.016490750849619897,0.7453867991483322,2.7106286431137256
32,0.9953958387913252,0.0163511712526764,0.7415720369056068,2.6992685688227267
33,0.9955387265525152,0.016118364120136095,0.7552785663591199,2.661892080112414
34,0.9954831590896462,0.01584598624583661,0.7391323633782825,2.670340028106955
35,0.995586355806403,0.015650129277296903,0.7453867991483322,2.8558450726603177
36,0.9955307883435339,0.015540517161469517,0.7535929737402413,2.6940534285740956
37,0.9958086256578791,0.01468568989534384,0.7581618168914124,2.875881801352085
38,0.9953640859549269,0.015761771150370696,0.7526171043293116,2.8159849718160204
39,0.99575305819501,0.01513953006343029,0.745874733853797,2.8349861739966107
40,0.995395838790852,0.015733648253138336,0.7441004258339248,2.979746362856722
41,0.9960070808824113,0.014272412794680295,0.7421486870120653,2.895746246054293
42,0.9959197605840903,0.014860380757191087,0.7407735982966643,2.9264558689910696
43,0.9958086256578791,0.014736261337645882,0.7491128459900639,2.846418454597993
